magaza,smape_val,kapsama_val,n_val,smape_test,kapsama_test,kapali,eski_kapi_test
574,6.52,80.87,33,6.34,79.17,False,False
575,9.46,76.52,33,11.41,83.33,False,False
576,7.78,82.35,34,7.93,87.5,False,False
577,8.79,70.59,34,7.76,83.33,False,False
578,7.0,93.57,40,14.65,71.43,False,False
579,6.96,82.61,33,6.82,75.0,False,False
580,4.67,94.96,34,7.56,83.33,False,False
581,9.77,66.09,33,6.93,87.5,False,False
582,8.14,73.04,33,13.43,37.5,False,True
583,5.14,89.92,34,6.16,87.5,False,False
584,9.77,61.74,33,8.56,66.67,True,True
585,6.4,90.76,34,5.5,95.83,False,False
586,7.08,81.74,33,9.12,62.5,False,True
587,10.38,69.57,33,11.49,66.67,False,True
588,5.74,88.24,34,6.26,87.5,False,False
589,8.57,97.39,33,11.26,79.17,False,False
590,7.12,81.74,33,7.5,87.5,False,False
591,7.42,75.65,33,8.42,66.67,False,True
592,7.65,85.22,33,11.06,58.33,False,True
593,8.48,73.95,34,8.96,75.0,False,False
594,7.49,83.19,34,6.65,83.33,False,False
595,8.6,67.23,34,7.29,83.33,False,False
596,6.85,78.15,34,12.1,58.33,False,True
597,6.92,79.13,33,8.6,75.0,False,False
598,7.46,72.17,33,8.23,58.33,False,True
599,6.07,91.6,34,4.74,95.83,False,False
600,5.53,99.16,34,6.8,83.33,False,False
601,8.7,66.96,33,8.53,75.0,False,False
602,6.22,77.39,33,7.76,70.83,False,False
603,7.81,76.52,33,6.89,75.0,False,False
604,10.29,56.52,33,7.53,75.0,True,False
605,7.78,72.17,33,9.94,66.67,False,True
606,6.69,78.15,34,7.05,79.17,False,False
607,10.49,82.35,34,9.47,95.83,False,False
608,8.93,74.79,34,7.78,83.33,False,False
609,6.21,89.08,34,5.1,91.67,False,False
610,7.42,80.0,33,7.37,79.17,False,False
611,7.97,71.3,33,8.05,66.67,False,True
612,7.65,79.13,33,9.91,75.0,False,False
613,5.86,88.24,34,6.34,91.67,False,False
614,7.78,78.15,34,7.22,79.17,False,False
615,5.47,86.96,33,5.4,79.17,False,False
616,6.51,86.09,33,6.76,75.0,False,False
617,6.15,85.71,34,8.74,83.33,False,False
618,7.09,83.48,33,7.45,91.67,False,False
619,5.95,88.7,33,10.1,75.0,False,False
620,6.23,83.48,33,9.33,75.0,False,False
621,6.14,80.87,33,7.59,79.17,False,False
622,6.38,94.12,34,6.78,79.17,False,False
623,6.97,88.7,33,11.33,66.67,False,True
624,6.74,85.22,33,6.67,87.5,False,False
625,10.49,40.0,33,6.38,87.5,True,False
626,7.91,71.43,34,8.42,75.0,False,False
627,6.91,86.96,33,10.32,62.5,False,True
628,6.21,94.96,34,9.69,75.0,False,False
629,10.23,75.65,33,8.99,75.0,False,False
630,11.65,62.61,33,10.02,66.67,True,True
631,5.99,82.35,34,5.37,87.5,False,False
632,5.67,87.39,34,4.63,95.83,False,False
633,7.43,81.74,33,8.69,70.83,False,False
634,7.62,85.71,34,5.71,95.83,False,False
635,7.81,92.44,34,5.93,95.83,False,False
636,16.66,40.87,33,21.79,20.83,True,True
637,5.76,83.48,33,6.59,79.17,False,False
638,5.6,90.43,33,5.92,91.67,False,False
639,8.47,71.3,33,9.97,75.0,False,False
640,6.47,81.74,33,7.06,83.33,False,False
641,8.51,80.0,33,10.05,70.83,False,False
642,8.16,73.91,33,10.35,54.17,False,True
643,8.02,75.63,34,6.35,79.17,False,False
644,5.58,93.91,33,7.78,91.67,False,False
645,7.5,76.52,33,8.68,75.0,False,False
646,6.02,69.57,33,6.25,83.33,False,False
647,6.71,78.99,34,7.2,87.5,False,False
648,6.77,73.11,34,8.09,70.83,False,False
649,10.37,75.63,34,9.37,87.5,False,False
650,7.27,69.57,33,6.58,83.33,False,False
651,4.42,93.04,33,5.98,87.5,False,False
652,6.63,89.92,34,6.86,83.33,False,False
653,6.78,74.78,33,6.99,87.5,False,False
654,7.43,87.39,34,6.67,83.33,False,False
655,7.58,86.96,33,7.99,87.5,False,False
656,8.9,68.7,33,10.34,54.17,False,True
657,18.4,46.96,33,12.31,62.5,True,True
658,6.69,80.87,33,5.8,91.67,False,False
659,6.46,77.39,33,7.76,62.5,False,True
660,9.53,68.7,33,10.85,62.5,False,True
661,7.3,75.65,33,8.66,70.83,False,False
662,6.75,85.71,34,14.86,37.5,False,True
663,9.12,87.83,33,7.2,91.67,False,False
664,6.36,85.71,34,6.83,87.5,False,False
665,6.27,81.74,33,6.74,83.33,False,False
666,8.08,88.7,33,9.02,91.67,False,False
667,5.78,85.71,34,5.02,91.67,False,False
668,5.68,79.83,34,6.01,79.17,False,False
669,8.68,74.78,33,8.17,75.0,False,False
670,4.88,86.09,33,7.39,79.17,False,False
671,7.37,79.13,33,9.3,75.0,False,False
672,6.12,82.35,34,6.48,79.17,False,False
673,6.81,78.26,33,8.29,75.0,False,False
674,7.57,83.48,33,6.88,87.5,False,False
675,14.81,66.96,33,14.24,70.83,False,False
676,9.82,96.43,40,8.06,100.0,False,False
677,9.36,65.22,33,8.38,83.33,False,False
678,9.47,74.78,33,8.24,70.83,False,False
679,6.01,78.15,34,5.78,79.17,False,False
680,8.51,78.99,34,11.32,75.0,False,False
681,8.13,85.22,33,10.85,79.17,False,False
682,6.26,89.29,40,4.69,92.86,False,False
683,5.83,88.24,34,9.93,54.17,False,True
684,9.81,80.0,33,13.39,58.33,False,True
685,10.38,80.87,33,12.0,75.0,False,False
686,7.08,89.08,34,4.96,95.83,False,False
687,8.57,66.96,33,6.42,83.33,False,False
688,7.5,84.03,34,8.66,87.5,False,False
689,5.84,90.43,33,7.62,79.17,False,False
690,7.1,74.78,33,7.06,83.33,False,False
691,7.35,79.13,33,8.56,75.0,False,False
692,7.51,74.78,33,11.72,70.83,False,False
693,10.01,73.91,33,9.16,87.5,False,False
694,7.72,73.04,33,6.32,91.67,False,False
695,9.36,79.13,33,12.43,58.33,False,True
696,10.35,66.39,34,13.0,50.0,False,True
697,6.82,86.09,33,6.04,87.5,False,False
698,5.65,81.51,34,5.33,79.17,False,False
699,8.21,66.96,33,6.51,75.0,False,False
700,7.99,84.35,33,5.52,100.0,False,False
701,6.32,82.61,33,14.77,45.83,False,True
702,7.63,81.74,33,10.88,70.83,False,False
703,6.81,76.52,33,8.5,75.0,False,False
704,6.33,79.83,34,5.67,79.17,False,False
705,10.57,64.35,33,8.18,79.17,True,False
706,8.53,73.04,33,5.27,100.0,False,False
707,7.56,73.04,33,8.38,79.17,False,False
708,7.83,96.64,34,7.77,91.67,False,False
709,9.68,76.47,34,8.12,83.33,False,False
710,8.8,83.48,33,16.85,45.83,False,True
711,14.3,39.13,33,13.09,50.0,True,True
712,7.49,73.04,33,9.12,70.83,False,False
713,9.69,71.3,33,12.83,58.33,False,True
714,7.04,86.09,33,8.56,91.67,False,False
715,8.01,84.87,34,7.82,91.67,False,False
716,6.82,81.74,33,8.87,66.67,False,True
717,8.64,74.78,33,7.68,83.33,False,False
718,10.21,56.52,33,6.16,83.33,True,False
719,12.12,55.65,33,11.73,66.67,True,True
720,6.27,79.83,34,6.86,70.83,False,False
721,6.33,74.79,34,6.23,83.33,False,False
722,20.32,28.57,34,20.11,12.5,True,True
723,7.12,81.74,33,7.22,95.83,False,False
724,6.82,79.13,33,7.79,79.17,False,False
725,4.79,94.96,34,6.39,79.17,False,False
726,5.03,88.24,34,5.52,95.83,False,False
727,7.65,73.04,33,6.52,79.17,False,False
728,7.83,78.26,33,6.99,83.33,False,False
729,6.7,78.26,33,6.17,83.33,False,False
730,7.41,88.24,34,6.51,83.33,False,False
731,7.2,74.78,33,7.6,79.17,False,False
732,9.88,92.86,40,17.66,75.0,False,False
733,4.83,82.86,40,6.78,64.29,False,True
734,7.24,83.48,33,12.73,62.5,False,True
735,8.2,78.99,34,7.4,79.17,False,False
736,8.69,70.43,33,9.32,58.33,False,True
737,9.25,71.3,33,12.1,66.67,False,True
738,6.71,73.91,33,6.51,83.33,False,False
739,6.63,86.96,33,8.64,79.17,False,False
740,6.45,88.7,33,11.89,54.17,False,True
741,6.31,84.03,34,7.49,79.17,False,False
742,6.41,85.22,33,4.91,95.83,False,False
743,6.48,90.76,34,8.62,79.17,False,False
744,5.47,72.17,33,7.29,75.0,False,False
745,7.59,83.19,34,6.94,87.5,False,False
746,7.78,82.61,33,6.94,87.5,False,False
747,5.7,90.76,34,7.17,83.33,False,False
748,6.96,79.13,33,7.3,83.33,False,False
749,7.94,89.57,33,9.28,79.17,False,False
750,9.43,65.22,33,10.36,70.83,False,False
751,7.78,78.26,33,12.21,58.33,False,True
752,7.0,86.09,33,8.0,70.83,False,False
753,7.76,72.17,33,9.68,58.33,False,True
754,6.73,89.92,34,7.39,79.17,False,False
755,5.75,90.76,34,6.31,75.0,False,False
756,6.71,92.17,33,8.49,83.33,False,False
757,7.73,73.04,33,7.93,75.0,False,False
758,7.05,70.43,33,6.62,75.0,False,False
759,6.5,79.13,33,9.13,75.0,False,False
760,5.37,84.87,34,7.0,70.83,False,False
761,6.1,84.87,34,5.77,91.67,False,False
762,8.52,88.7,33,9.08,79.17,False,False
763,6.12,81.51,34,6.24,91.67,False,False
764,7.88,88.7,33,8.23,91.67,False,False
765,7.53,74.78,33,7.67,75.0,False,False
766,7.41,84.35,33,7.85,79.17,False,False
767,6.79,89.92,34,7.4,79.17,False,False
768,4.36,90.76,34,6.34,83.33,False,False
769,6.29,85.0,40,7.57,75.0,False,False
770,18.12,37.39,33,16.71,45.83,True,True
771,6.28,81.74,33,4.89,91.67,False,False
772,7.63,77.31,34,9.22,70.83,False,False
773,7.47,74.78,33,7.07,79.17,False,False
774,5.48,79.83,34,4.89,83.33,False,False
775,7.25,74.78,33,5.64,83.33,False,False
776,8.6,73.04,33,9.78,70.83,False,False
777,7.68,82.61,33,8.09,79.17,False,False
778,7.52,63.48,33,6.22,75.0,True,False
779,6.38,91.6,34,7.47,91.67,False,False
780,9.63,74.79,34,7.98,83.33,False,False
781,6.98,83.19,34,8.57,79.17,False,False
782,14.45,60.0,33,7.92,66.67,True,True
783,5.24,89.08,34,5.66,87.5,False,False
784,9.39,73.04,33,10.54,70.83,False,False
785,8.29,86.09,33,9.73,79.17,False,False
786,9.3,84.87,34,14.2,58.33,False,True
787,6.18,84.87,34,6.49,83.33,False,False
788,4.24,88.24,34,5.87,75.0,False,False
789,6.39,81.74,33,9.58,66.67,False,True
790,7.5,70.43,33,6.76,75.0,False,False
791,9.05,65.22,33,8.8,75.0,False,False
792,5.78,93.04,33,6.56,91.67,False,False
793,8.02,82.61,33,7.66,87.5,False,False
794,6.27,88.24,34,7.1,79.17,False,False
795,11.26,67.83,33,8.11,91.67,False,False
796,7.17,77.39,33,6.24,83.33,False,False
797,9.12,75.65,33,6.99,83.33,False,False
798,6.14,95.8,34,5.55,87.5,False,False
799,6.06,76.52,33,6.07,79.17,False,False
800,9.95,70.43,33,6.4,91.67,False,False
801,8.21,85.71,34,12.67,70.83,False,False
802,7.09,77.31,34,6.87,87.5,False,False
803,7.38,80.0,33,7.33,83.33,False,False
804,9.4,64.35,33,9.79,70.83,True,False
805,9.76,76.52,33,4.59,95.83,False,False
806,5.87,91.3,33,7.95,79.17,False,False
807,6.6,81.74,33,6.43,79.17,False,False
808,6.26,78.99,34,9.49,50.0,False,True
809,7.29,78.26,33,4.71,91.67,False,False
810,5.38,88.7,33,6.0,83.33,False,False
811,5.8,87.39,34,7.96,75.0,False,False
812,6.6,88.24,34,4.93,95.83,False,False
813,6.04,80.0,33,8.88,50.0,False,True
814,6.6,84.03,34,6.88,91.67,False,False
815,8.44,87.83,33,7.67,83.33,False,False
816,6.11,95.65,33,9.9,66.67,False,True
817,5.66,79.83,34,5.32,83.33,False,False
818,6.58,83.48,33,10.58,66.67,False,True
819,6.37,70.59,34,5.36,87.5,False,False
820,6.76,65.22,33,7.08,75.0,False,False
821,6.23,84.87,34,7.95,79.17,False,False
822,8.92,78.99,34,7.31,87.5,False,False
823,5.41,94.12,34,7.21,83.33,False,False
824,5.01,91.6,34,7.92,83.33,False,False
825,7.78,71.3,33,7.7,70.83,False,False
826,6.5,79.13,33,6.26,83.33,False,False
827,6.85,96.64,34,15.84,58.33,False,True
828,6.78,87.39,34,7.02,83.33,False,False
829,8.71,66.09,33,6.3,83.33,False,False
830,7.18,84.03,34,7.9,83.33,False,False
831,6.93,78.26,33,7.2,79.17,False,False
832,7.09,78.26,33,7.2,79.17,False,False
833,8.36,75.65,33,7.48,83.33,False,False
834,7.38,75.63,34,6.36,91.67,False,False
835,8.07,74.78,33,7.13,79.17,False,False
836,6.6,90.76,34,7.77,87.5,False,False
837,10.35,87.83,33,14.46,75.0,False,False
838,6.39,82.35,34,5.92,75.0,False,False
839,12.73,63.03,34,15.26,45.83,True,True
840,13.46,42.86,34,12.5,50.0,True,True
841,8.33,86.55,34,9.57,83.33,False,False
842,7.84,71.3,33,12.41,54.17,False,True
843,6.21,86.55,34,8.44,79.17,False,False
844,9.42,74.78,33,9.38,75.0,False,False
845,7.19,73.91,33,10.62,66.67,False,True
846,7.63,80.87,33,7.6,87.5,False,False
847,7.35,80.0,33,6.98,83.33,False,False
848,8.85,73.04,33,10.55,58.33,False,True
849,6.43,77.31,34,6.69,83.33,False,False
850,9.31,66.09,33,11.0,66.67,False,True
851,8.7,76.52,33,7.59,91.67,False,False
852,7.25,79.13,33,8.8,70.83,False,False
853,6.06,79.13,33,6.76,75.0,False,False
854,9.14,72.27,34,10.38,70.83,False,False
855,7.05,80.87,33,6.83,83.33,False,False
856,4.86,82.35,34,4.93,95.83,False,False
857,8.01,80.0,33,7.92,87.5,False,False
858,6.15,85.22,33,7.28,75.0,False,False
859,8.2,69.57,33,6.97,75.0,False,False
860,6.91,83.19,34,9.55,70.83,False,False
861,8.35,73.91,33,9.46,75.0,False,False
862,6.86,84.87,34,5.72,91.67,False,False
863,9.41,90.71,40,10.41,85.71,False,False
864,7.5,79.13,33,8.84,70.83,False,False
865,7.98,73.91,33,9.13,70.83,False,False
866,8.41,77.39,33,6.95,83.33,False,False
867,9.04,93.57,40,11.64,82.14,False,False
868,6.23,84.35,33,7.7,75.0,False,False
869,6.94,77.31,34,10.56,75.0,False,False
870,5.76,69.75,34,6.75,79.17,False,False
871,7.31,87.83,33,10.02,83.33,False,False
872,7.12,77.39,33,11.21,41.67,False,True
873,6.45,78.15,34,8.38,70.83,False,False
874,5.19,93.28,34,8.14,79.17,False,False
875,7.78,73.91,33,7.28,83.33,False,False
876,9.18,83.19,34,63.63,20.0,False,True
877,8.83,82.26,35,11.55,72.0,False,False
878,5.63,88.24,34,5.79,83.33,False,False
879,7.78,76.52,33,11.11,66.67,False,True
880,6.6,72.17,33,7.2,70.83,False,False
881,10.73,68.7,33,9.73,87.5,False,False
882,4.67,93.91,33,7.2,83.33,False,False
883,7.89,69.57,33,8.47,66.67,False,True
884,8.17,73.04,33,7.89,79.17,False,False
885,9.6,74.78,33,15.77,33.33,False,True
886,8.35,73.04,33,7.69,70.83,False,False
887,6.26,87.83,33,7.96,87.5,False,False
888,5.01,92.44,34,7.03,87.5,False,False
889,5.77,91.6,34,6.6,87.5,False,False
890,7.31,87.83,33,8.27,87.5,False,False
891,8.52,82.61,33,9.7,66.67,False,True
892,8.45,83.19,34,6.26,95.83,False,False
893,7.23,65.22,33,6.65,70.83,False,False
894,5.97,90.43,33,7.26,87.5,False,False
895,5.33,80.87,33,9.59,54.17,False,True
896,4.03,94.12,34,8.73,62.5,False,True
897,7.88,92.17,33,6.96,95.83,False,False
898,9.12,88.24,34,8.02,91.67,False,False
899,9.0,84.87,34,9.11,79.17,False,False
900,7.14,66.09,33,8.71,62.5,False,True
901,6.04,76.47,34,7.51,75.0,False,False
902,14.86,25.22,33,10.57,54.17,True,True
903,7.41,72.17,33,8.96,66.67,False,True
904,10.46,57.39,33,7.9,70.83,True,False
905,8.32,98.26,33,8.67,83.33,False,False
906,7.79,77.39,33,8.04,79.17,False,False
907,8.23,73.91,33,8.49,66.67,False,True
908,7.57,80.87,33,10.35,66.67,False,True
909,24.84,61.06,31,41.58,25.0,True,True
910,7.43,84.03,34,6.53,79.17,False,False
911,4.91,84.87,34,5.25,83.33,False,False
912,6.68,84.03,34,7.97,79.17,False,False
913,8.32,67.83,33,6.39,95.83,False,False
914,6.75,75.63,34,7.02,75.0,False,False
915,7.88,82.61,33,10.36,75.0,False,False
916,6.87,78.26,33,12.78,58.33,False,True
917,11.41,70.43,33,7.59,75.0,False,False
918,7.01,81.51,34,8.24,87.5,False,False
919,5.06,92.17,33,8.55,66.67,False,True
920,7.1,71.3,33,8.14,66.67,False,True
921,5.6,93.28,34,12.74,45.83,False,True
922,8.18,65.22,33,6.15,83.33,False,False
923,6.47,72.27,34,5.15,79.17,False,False
924,7.38,80.0,33,11.72,50.0,False,True
925,10.53,77.39,33,10.16,75.0,False,False
926,6.78,86.96,33,12.99,45.83,False,True
927,6.72,86.09,33,8.37,83.33,False,False
928,6.83,86.96,33,8.41,83.33,False,False
929,6.03,83.19,34,5.83,91.67,False,False
930,9.41,80.87,33,8.66,79.17,False,False
931,10.66,92.86,40,13.66,82.14,False,False
932,6.44,78.26,33,8.41,66.67,False,True
933,6.26,82.35,34,7.89,79.17,False,False
934,8.69,74.78,33,6.5,95.83,False,False
935,6.77,82.35,34,7.41,91.67,False,False
936,6.65,75.65,33,5.48,83.33,False,False
937,6.91,85.22,33,4.8,95.83,False,False
938,5.51,84.03,34,6.56,75.0,False,False
939,6.92,80.87,33,6.45,79.17,False,False
940,6.01,83.19,34,7.53,79.17,False,False
941,8.12,68.7,33,8.62,75.0,False,False
942,8.84,72.17,33,8.25,83.33,False,False
943,7.26,74.78,33,7.58,79.17,False,False
944,8.77,82.35,34,8.46,79.17,False,False
945,7.58,78.15,34,5.18,91.67,False,False
946,6.65,79.13,33,5.52,87.5,False,False
947,8.97,78.26,33,11.3,62.5,False,True
948,8.02,95.71,40,8.09,100.0,False,False
949,5.56,95.8,34,5.17,100.0,False,False
950,5.38,86.09,33,8.54,62.5,False,True
951,7.57,80.87,33,7.66,79.17,False,False
952,8.33,74.78,33,8.08,75.0,False,False
953,8.64,76.47,34,7.04,87.5,False,False
954,8.22,79.13,33,11.15,70.83,False,False
955,6.47,86.09,33,6.88,100.0,False,False
956,8.81,93.04,33,15.1,66.67,False,True
957,6.84,84.03,34,7.07,75.0,False,False
958,4.26,98.32,34,7.95,70.83,False,False
959,5.52,89.92,34,5.49,95.83,False,False
960,6.01,89.57,33,10.03,66.67,False,True
961,9.01,60.0,33,7.01,79.17,True,False
962,7.8,79.13,33,7.15,83.33,False,False
963,8.71,93.28,34,8.43,87.5,False,False
964,7.86,77.39,33,8.41,75.0,False,False
965,8.46,72.17,33,8.85,70.83,False,False
966,6.38,74.78,33,6.93,79.17,False,False
967,7.18,79.13,33,9.3,75.0,False,False
968,7.2,79.83,34,7.66,83.33,False,False
969,7.52,80.87,33,8.58,83.33,False,False
970,9.51,69.57,33,19.33,37.5,False,True
971,7.88,78.99,34,11.32,58.33,False,True
972,6.97,90.76,34,10.58,87.5,False,False
973,9.1,75.65,33,12.14,58.33,False,True
974,4.92,86.09,33,5.85,87.5,False,False
975,6.74,80.87,33,7.74,83.33,False,False
976,5.8,84.35,33,6.6,87.5,False,False
977,8.18,83.48,33,13.86,45.83,False,True
978,8.0,72.27,34,6.7,83.33,False,False
979,5.52,92.44,34,8.29,75.0,False,False
980,9.45,68.7,33,9.03,66.67,False,True
981,6.54,86.55,34,5.19,95.83,False,False
982,7.71,83.19,34,8.76,75.0,False,False
983,8.21,89.57,33,8.32,79.17,False,False
984,8.4,87.83,33,10.81,70.83,False,False
985,8.43,86.96,33,7.6,91.67,False,False
986,7.16,98.26,33,11.33,75.0,False,False
987,5.9,94.12,34,7.62,87.5,False,False
988,8.69,76.47,34,11.45,62.5,False,True
989,7.49,77.39,33,5.89,83.33,False,False
990,6.57,85.71,34,6.6,75.0,False,False
991,6.43,90.43,33,8.05,75.0,False,False
992,6.34,83.48,33,11.65,58.33,False,True
993,7.21,80.67,34,6.49,83.33,False,False
994,8.5,79.13,33,7.95,79.17,False,False
995,5.85,78.99,34,6.54,75.0,False,False
996,9.05,77.31,34,9.78,79.17,False,False
997,7.9,86.09,33,8.13,79.17,False,False
998,7.72,72.17,33,8.8,58.33,False,True
999,5.84,91.6,34,7.74,83.33,False,False
1000,9.81,60.0,33,8.87,66.67,True,True
1001,9.41,67.23,34,7.29,79.17,False,False
1002,7.89,84.03,34,10.29,75.0,False,False
1003,7.8,80.0,33,13.47,54.17,False,True
1004,9.32,63.48,33,7.59,75.0,True,False
1005,5.85,82.61,33,6.74,83.33,False,False
1006,6.48,82.35,34,9.28,75.0,False,False
1007,6.71,89.92,34,6.47,91.67,False,False
1008,5.19,95.8,34,8.29,66.67,False,True
1009,7.3,77.39,33,8.3,79.17,False,False
1010,5.66,95.8,34,11.19,66.67,False,True
1011,7.43,85.22,33,10.73,66.67,False,True
1012,8.68,73.91,33,8.31,79.17,False,False
1013,7.65,80.0,33,12.54,54.17,False,True
1014,11.9,68.7,33,13.71,58.33,False,True
1015,9.61,65.22,33,7.23,83.33,False,False
1016,8.9,79.13,33,11.05,75.0,False,False
1017,5.97,87.39,34,9.01,62.5,False,True
1018,7.2,78.15,34,6.55,91.67,False,False
1019,7.73,73.91,33,12.56,54.17,False,True
1020,8.29,76.52,33,5.93,83.33,False,False
1021,5.98,82.35,34,8.0,70.83,False,False
1022,6.26,85.22,33,6.66,83.33,False,False
1023,8.57,73.95,34,5.79,95.83,False,False
1024,6.11,85.71,34,5.57,95.83,False,False
1025,6.31,67.83,33,7.01,62.5,False,True
1026,7.27,84.35,33,6.71,75.0,False,False
1027,10.37,60.87,33,12.32,50.0,True,True
1028,9.55,71.3,33,9.69,66.67,False,True
1029,8.56,84.87,34,7.95,75.0,False,False
1030,8.15,80.67,34,8.74,87.5,False,False
1031,9.2,70.43,33,8.39,70.83,False,False
1032,7.53,72.27,34,6.91,87.5,False,False
1033,7.71,66.39,34,5.63,79.17,False,False
1034,6.72,91.6,34,7.34,91.67,False,False
1035,8.36,82.35,34,7.29,91.67,False,False
1036,6.35,78.26,33,8.41,75.0,False,False
1037,8.37,68.7,33,10.2,79.17,False,False
1038,7.01,86.09,33,8.29,75.0,False,False
1039,8.06,86.96,33,9.92,75.0,False,False
1040,6.26,80.87,33,4.84,91.67,False,False
1041,8.27,64.35,33,5.75,83.33,True,False
1042,7.71,83.48,33,8.41,79.17,False,False
1043,6.06,95.8,34,6.1,87.5,False,False
1044,8.4,72.17,33,12.95,50.0,False,True
1045,9.63,91.43,40,14.86,64.29,False,True
1046,5.81,89.92,34,7.68,75.0,False,False
1047,6.62,90.43,33,8.08,87.5,False,False
1048,6.63,88.24,34,10.63,70.83,False,False
1049,7.94,63.48,33,9.26,66.67,True,True
1050,9.53,74.78,33,7.8,83.33,False,False
1051,7.54,79.13,33,7.56,70.83,False,False
1052,6.26,82.61,33,5.53,87.5,False,False
1053,4.6,89.08,34,8.74,58.33,False,True
1054,6.9,81.51,34,6.96,75.0,False,False
1055,6.39,83.19,34,6.34,83.33,False,False
1056,8.92,77.39,33,13.78,58.33,False,True
1057,6.03,81.51,34,7.56,79.17,False,False
1058,8.7,71.3,33,8.14,75.0,False,False
1059,5.15,88.24,34,6.48,87.5,False,False
1060,5.46,85.22,33,8.11,75.0,False,False
1061,7.86,72.17,33,8.23,70.83,False,False
1062,7.45,80.0,33,7.54,70.83,False,False
1063,5.69,82.35,34,6.99,83.33,False,False
1064,6.58,72.17,33,7.33,75.0,False,False
1065,6.42,86.96,33,9.12,66.67,False,True
1066,6.2,79.13,33,17.11,8.33,False,True
1067,7.41,71.3,33,5.53,83.33,False,False
1068,6.49,85.22,33,7.68,83.33,False,False
1069,11.31,65.55,34,10.85,70.83,True,False
1070,7.69,78.99,34,9.87,62.5,False,True
1071,5.21,84.87,34,6.73,75.0,False,False
1072,5.73,85.22,33,5.38,91.67,False,False
1073,19.06,26.96,33,16.07,29.17,True,True
1074,10.5,61.34,34,9.86,70.83,True,False
1075,5.71,78.15,34,4.27,95.83,False,False
1076,8.38,82.61,33,11.38,79.17,False,False
1077,8.11,76.52,33,6.14,79.17,False,False
1078,8.57,74.78,33,9.8,75.0,False,False
1079,5.62,89.57,33,7.73,75.0,False,False
1080,4.76,86.96,33,6.04,83.33,False,False
1081,10.57,92.86,40,7.24,96.43,False,False
1082,9.43,73.95,34,7.64,70.83,False,False
1083,10.92,61.74,33,7.88,83.33,True,False
1084,8.19,75.65,33,6.16,83.33,False,False
1085,5.57,84.03,34,6.42,79.17,False,False
1086,6.98,100.0,33,9.29,91.67,False,False
1087,5.54,89.92,34,7.83,70.83,False,False
1088,8.41,75.65,33,11.91,62.5,False,True
1089,5.81,88.7,33,6.33,95.83,False,False
1090,6.54,91.6,34,7.02,95.83,False,False
1091,5.9,78.99,34,8.79,70.83,False,False
1092,6.3,75.65,33,8.12,70.83,False,False
1093,7.94,75.63,34,9.88,83.33,False,False
1094,7.66,85.22,33,9.8,75.0,False,False
1095,7.52,84.87,34,5.69,95.83,False,False
1096,8.39,81.74,33,8.54,75.0,False,False
1097,6.44,94.29,40,5.72,96.43,False,False
1098,5.35,95.8,34,5.62,95.83,False,False
1099,8.05,85.71,40,12.75,67.86,False,True
1100,9.5,68.7,33,8.29,75.0,False,False
1101,5.56,89.92,34,6.25,70.83,False,False
1102,5.74,71.3,33,7.68,62.5,False,True
1103,9.09,80.87,33,8.92,79.17,False,False
1104,6.42,83.48,33,7.02,79.17,False,False
1105,7.83,83.48,33,8.17,83.33,False,False
1106,5.9,88.24,34,5.97,95.83,False,False
1107,7.78,73.91,33,13.54,50.0,False,True
1108,7.52,92.44,34,6.15,83.33,False,False
1109,7.16,76.52,33,11.2,58.33,False,True
1110,7.64,78.99,34,8.79,70.83,False,False
1111,9.12,82.61,33,10.16,62.5,False,True
1112,9.41,76.52,33,9.02,70.83,False,False
1113,5.65,83.19,34,8.39,62.5,False,True
1114,5.03,91.6,34,10.38,58.33,False,True
1115,9.4,69.57,33,7.16,91.67,False,False
