num_layers,hucre_tipi,cift_yonlu,batch_norm,units_0,l2_0,init_0,dropout_0,optimizer,learning_rate,clipnorm,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,units_1,l2_1,init_1,dropout_1,units_2,l2_2,init_2,dropout_2,units_3,l2_3,init_3,dropout_3,momentum,batch_size,val_loss,units_4,l2_4,init_4,dropout_4,tuner/trial_id
1,SimpleRNN,True,True,192,9.972018360394364e-05,glorot_uniform,0.30000000000000004,adamax,0.0044752893389945645,0.0,20,0,1,0,160,0.005619023208486369,he_uniform,0.1,32,1.2655735508882416e-05,glorot_uniform,0.1,64,3.796301284993931e-05,glorot_uniform,0.0,0.7000000000000001,8,0.007958249188959599,288.0,0.00066294916994877,random_normal,0.0,
4,GRU,False,False,64,0.00438175842151803,random_normal,0.4,adamax,0.0004910533133090028,1.0,20,0,1,0,64,0.009883303279722833,glorot_uniform,0.2,480,0.0013763964486821528,glorot_uniform,0.0,352,0.0009243894680341854,he_uniform,0.4,0.6000000000000001,64,0.38734832406044006,256.0,0.007783913161511393,random_normal,0.30000000000000004,
2,GRU,True,True,192,1.735426767571446e-05,he_uniform,0.0,adam,0.0012988161455660002,0.0,20,0,1,0,224,0.004435342711196424,random_normal,0.0,416,0.00950605518192465,he_uniform,0.0,224,0.00265193290908425,he_uniform,0.0,0.1,32,1.5369677543640137,480.0,3.4610450120172555e-05,random_normal,0.1,
5,LSTM,False,False,192,0.0004877795137126273,random_normal,0.30000000000000004,adam,0.006551697374456346,0.0,20,0,1,0,256,0.0044855445726230455,glorot_uniform,0.1,192,0.00011458339395210648,glorot_uniform,0.30000000000000004,32,0.005641213928674724,glorot_uniform,0.2,0.6000000000000001,64,0.0201328843832016,480.0,0.00563588379045246,random_normal,0.0,
4,SimpleRNN,True,True,256,0.0012111391157416187,he_uniform,0.2,adam,0.00707357913209643,0.0,20,0,1,0,32,0.0001155178960027885,random_normal,0.1,288,0.00805475214239286,random_normal,0.4,256,0.001931295316703721,random_normal,0.30000000000000004,0.5,32,0.753132164478302,288.0,0.00046151513249454655,random_normal,0.2,
1,SimpleRNN,True,True,192,9.972018360394364e-05,glorot_uniform,0.30000000000000004,adamax,0.0044752893389945645,0.0,60,20,1,1,160,0.005619023208486369,he_uniform,0.1,32,1.2655735508882416e-05,glorot_uniform,0.1,64,3.796301284993931e-05,glorot_uniform,0.0,0.7000000000000001,8,0.19506879150867462,288.0,0.00066294916994877,random_normal,0.0,0077
5,LSTM,False,False,192,0.0004877795137126273,random_normal,0.30000000000000004,adam,0.006551697374456346,0.0,60,20,1,1,256,0.0044855445726230455,glorot_uniform,0.1,192,0.00011458339395210648,glorot_uniform,0.30000000000000004,32,0.005641213928674724,glorot_uniform,0.2,0.6000000000000001,64,0.01644643023610115,480.0,0.00563588379045246,random_normal,0.0,0080
2,SimpleRNN,True,False,416,0.0014436523152791848,glorot_uniform,0.30000000000000004,adam,0.00047111211269896045,0.0,60,20,1,1,224,1.980489071774934e-05,he_uniform,0.1,160,7.74966565270494e-05,random_normal,0.2,256,0.00010537248862332872,glorot_uniform,0.2,0.6000000000000001,8,0.012233487330377102,160.0,0.0008659957314772467,glorot_uniform,0.1,0074
5,SimpleRNN,False,True,160,0.0030567566286461303,glorot_uniform,0.0,rmsprop,0.0003356286726472511,0.0,60,0,0,0,160,6.465735645330988e-05,he_uniform,0.4,256,0.0004606423887197101,glorot_uniform,0.30000000000000004,384,0.0005133733595532048,glorot_uniform,0.1,0.7000000000000001,64,0.31112509965896606,352.0,1.9035074212344352e-05,glorot_uniform,0.30000000000000004,
3,SimpleRNN,False,False,224,0.0003665219020950364,he_uniform,0.30000000000000004,sgd,0.00022960488186402956,0.0,60,0,0,0,448,0.008765264203468471,random_normal,0.30000000000000004,384,0.004421855413033493,he_uniform,0.0,416,0.0001680009381379479,he_uniform,0.1,0.7000000000000001,64,5.730677604675293,160.0,1.890015437967348e-05,glorot_uniform,0.0,
4,GRU,True,False,256,5.5256628685423695e-05,glorot_uniform,0.0,adamax,0.00010821595034265804,0.0,60,0,0,0,288,5.2155162964470014e-05,random_normal,0.30000000000000004,32,0.0009591597455814499,glorot_uniform,0.4,128,0.00024424311958071913,random_normal,0.30000000000000004,0.30000000000000004,8,0.0458814911544323,128.0,0.0074538243639083734,glorot_uniform,0.30000000000000004,
4,SimpleRNN,False,True,288,1.8484614174170344e-05,glorot_uniform,0.30000000000000004,adamax,0.00026756087586960717,0.0,60,0,0,0,384,0.003000880542471296,glorot_uniform,0.1,96,4.037360376392181e-05,he_uniform,0.1,224,0.0007226414226319679,he_uniform,0.4,0.4,32,1.4817564487457275,64.0,0.0003026454164445318,he_uniform,0.0,
4,GRU,False,True,384,3.183728495794983e-05,random_normal,0.30000000000000004,adam,0.00042743765365243233,1.0,60,0,0,0,512,7.733881650029917e-05,he_uniform,0.1,192,2.1083150837751646e-05,he_uniform,0.2,352,0.0028017323159700474,glorot_uniform,0.2,0.0,64,0.3159692883491516,64.0,0.0004580773139648012,he_uniform,0.2,
